P_DISCHARGE_CSN,T_DISCHARGE_CSN,VOLUMETRIC_FLOW_STANDARD_CSN,VOLUMETRIC_FLOW_ACTUAL_CSN,timestamp,P_SUCTION_CSN1,T_SUCTION_CSN1,VOLUMETRIC_FLOW_STANDARD_CSN1,VOLUMETRIC_FLOW_ACTUAL_CSN1,Example
PSIG,DEGF,MMSCFD,ACFM,,PSIG,DEGF,MMSCFD,ACFM,
1253.891,133.1,1363.7582,13709.472,10/23/2021 5:10,980.4474,80.5,1377.1029,12778.706,1
1246.2063,131.4,1308.3954,13111.906,10/23/2021 5:20,980.4961,80.4,1389.1355,12883.013,1
1248.1031,131.8,1352.6495,13557.778,10/23/2021 5:30,980.8365,80.5,1382.9785,12829.691,1
1251.0701,132.7,1379.9287,13844.413,10/23/2021 5:40,980.5934,80.5,1381.0624,12806.269,1
1252.5292,132.8,1376.2533,13810.787,10/23/2021 5:50,980.5934,80.5,1387.8994,12872.968,1
1252.1401,132.7,1370.3986,13752.739,10/23/2021 6:00,980.5934,80.4,1371.1504,12723.2295,1
1251.4105,132.6,1345.212,13493.73,10/23/2021 6:10,980.3502,80.4,1384.0679,12845.219,1
1250.3405,132.4,1360.7424,13653.632,10/23/2021 6:20,980.0097,80.4,1380.6238,12808.309,1
1250.2917,132.4,1358.9984,13627.313,10/23/2021 6:30,980.0097,80.4,1379.6063,12797.46,1
1250.4863,132.3,1356.893,13608.601,10/23/2021 6:40,980.3502,80.4,1384.4169,12839.958,1
1250.389,132.3,1356.4624,13451.428,10/23/2021 6:50,980.3502,80.4,1374.6748,12751.714,1
1250,132.2,1364.2395,13692.541,10/23/2021 7:00,980.3502,80.4,1374.9636,12756.502,1
1248.9299,132.2,1359.8167,13646.75,10/23/2021 7:10,980.107,80.4,1363.1373,12642.6,1
1248.784,132.2,1339.7682,13426.778,10/23/2021 7:20,980.5447,80.4,1381.8688,12817.032,1
1248.8326,132.1,1342.3889,13459.972,10/23/2021 7:30,980.0097,80.4,1373.2582,12745.839,1
1248.9299,131.9,1350.2947,13566.305,10/23/2021 7:40,980.3015,80.4,1386.6053,12856.713,1
1248.8813,132,1346.8196,13507.572,10/23/2021 7:50,980.3015,80.4,1381.6866,12815.343,1
1249.1245,132.1,1356.8556,13613.029,10/23/2021 8:00,980.3502,80.4,1376.9432,12772.052,1
1248.4922,132,1352.1151,13558.391,10/23/2021 8:10,980.3988,80.4,1364.9072,12659.712,1
1248.784,132,1359.7715,13647.203,10/23/2021 8:20,980.3502,80.4,1371.1685,12727.1455,1
1248.4436,131.8,1362.097,13656.878,10/23/2021 8:30,980.6906,80.4,1370.3119,12711.944,1
1247.9572,131.9,1352.8623,13569.873,10/23/2021 8:40,980.7393,80.5,1390.5106,12903.833,1
1248.1031,131.8,1353.8055,13565.159,10/23/2021 8:50,980.5447,80.5,1379.9547,12802.346,1
1247.9086,131.8,1360.8004,13646.988,10/23/2021 9:00,981.0797,80.5,1361.1672,12623.872,1
1247.8113,131.7,1343.037,13465.08,10/23/2021 9:10,982.1985,80.5,1363.7301,12631.63,1
1247.7627,131.7,1364.6667,13679.522,10/23/2021 9:20,982.5389,80.5,1362.04,12600.022,1
1248.9786,132.1,1358.9452,13624.475,10/23/2021 9:30,982.928,80.6,1364.8296,12636.498,1
1250.7782,132.3,1369.4749,13725.2,10/23/2021 9:40,982.8307,80.5,1363.9419,12629.668,1
1252.2374,132.6,1375.1793,13792.911,10/23/2021 9:50,983.4144,80.6,1348.063,12464.805,1
1253.1615,132.7,1368.3977,13723.278,10/23/2021 10:00,984.2413,80.6,1350.7919,12486.607,1
1253.7451,132.8,1377.325,13815.348,10/23/2021 10:10,984.679,80.6,1351.1099,12478.833,1
1253.2101,132.6,1367.4412,13720.142,10/23/2021 10:20,985.9435,80.6,1342.7352,12382.198,1
1255.0098,133,1370.3319,13746.719,10/23/2021 10:30,987.2568,80.7,1361.8077,12549.399,1
1255.0098,132.9,1360.6404,13643.878,10/23/2021 10:40,988.4728,80.6,1339.0902,12314.1455,1
1255.4474,132.9,1371.6,13755.395,10/23/2021 10:50,988.716,80.7,1342.584,12339.798,1
1254.1343,132.5,1347.5762,13527.195,10/23/2021 11:00,990.4183,80.7,1349.4268,12383.737,1
1252.6265,132.2,1334.5781,13384.898,10/23/2021 11:10,991.9747,80.8,1334.0852,12237.215,1
1250.4377,131.8,1317.2618,13206.662,10/23/2021 11:20,992.3151,80.8,1332.1755,12205.717,1
1246.6926,131.1,1297.18,12998.444,10/23/2021 11:30,993.6284,80.7,1331.8613,12181.966,1
1244.0175,130.7,1303.5906,13054.059,10/23/2021 11:40,994.0175,80.8,1331.6329,12173.542,1
1243.3853,130.7,1302.7451,12989.972,10/23/2021 11:50,994.6012,80.7,1345.4161,12288.85,1
1242.7529,130.6,1285.0658,12882.74,10/23/2021 12:00,994.5526,80.8,1322.59,12080.359,1
1241.7316,130.5,1294.5692,12974.387,10/23/2021 12:10,995.6226,80.7,1328.3037,12130.276,1
1241.7316,130.5,1296.0463,12982.232,10/23/2021 12:20,995.2335,80.7,1321.894,12069.774,1
1242.3152,130.8,1305.0851,13071.417,10/23/2021 12:30,994.893,80.7,1330.7748,12156.1455,1
1242.3152,130.7,1304.1744,13062.974,10/23/2021 12:40,994.358,80.7,1327.0651,12127.534,1
1242.8502,130.9,1306.0221,13092.922,10/23/2021 12:50,994.4066,80.6,1330.8558,12158.209,1
1243.7257,131,1316.736,13189.659,10/23/2021 13:00,994.4553,80.7,1337.714,12222.856,1
1244.5039,131.2,1315.4147,13183.396,10/23/2021 13:10,993.9203,80.6,1337.59,12226.084,1
1244.3093,131,1311.2161,13138.228,10/23/2021 13:20,994.7471,80.7,1314.2993,12009.567,1
1245.3308,131.2,1324.2712,13282.114,10/23/2021 13:30,994.8444,80.7,1314.3427,12002.781,1
1245.9144,131.3,1323.0061,13272.645,10/23/2021 13:40,995.5739,80.7,1318.5502,12035.971,1
1247.4708,131.6,1311.4993,13155.659,10/23/2021 13:50,995.8658,80.7,1313.8246,11987.624,1
1247.2277,131.5,1306.5045,13106.327,10/23/2021 14:00,996.0117,80.7,1312.1729,11977.107,1
1246.498,131.1,1300.078,13018.118,10/23/2021 14:10,996.0117,80.7,1315.8999,12001.344,1
1246.0603,131.2,1299.711,13016.151,10/23/2021 14:20,997.4222,80.8,1304.4386,11883.56,1
1243.5797,130.5,1286.8278,12878.634,10/23/2021 14:30,997.6167,80.7,1299.568,11837.607,1
1242.7042,130.3,1293.2662,12927.213,10/23/2021 14:40,997.5194,80.7,1316.1571,11984.815,1
1243.4824,130.5,1305.0594,13059.735,10/23/2021 14:50,996.8871,80.7,1318.9893,12012.859,1
1244.6498,130.7,1317.5634,13185.55,10/23/2021 15:00,997.2276,80.7,1319.253,12009.749,1
1245.574,130.9,1323.7577,13249.183,10/23/2021 15:10,997.8113,80.7,1310.5203,11930.251,1
1245.9144,131,1305.0345,13066.305,10/23/2021 15:20,997.8113,80.7,1309.4247,11920.277,1
1245.963,131,1325.7882,13271.756,10/23/2021 15:30,997.7626,80.8,1289.7782,11735.699,1
1246.3522,131.1,1320.8503,13226.299,10/23/2021 15:40,998.2976,80.7,1307.624,11897.435,1
1246.3036,131,1316.3607,13176.01,10/23/2021 15:50,998.7354,80.7,1328.679,12080.491,1
1246.3522,131.1,1299.5388,13023.519,10/23/2021 16:00,999.8541,80.7,1320.722,11997.099,1
1246.7899,131,1306.7388,13093.457,10/23/2021 16:10,999.7082,80.7,1319.1846,11979.243,1
1247.2277,130.8,1306.8721,13089.315,10/23/2021 16:20,1000.535,80.8,1319.2322,11977.396,1
1245.7686,130.8,1306.5586,13077.723,10/23/2021 16:30,1000.8755,80.7,1320.2751,11981.366,1
1245.7686,130.8,1279.6052,12808.775,10/23/2021 16:40,1000.8268,80.7,1301.1559,11805.946,1
1246.2549,131,1299.8423,13040.93,10/23/2021 16:50,1001.0701,80.7,1311.8143,11894.294,1
1247.6654,131.3,1314.1158,13165.735,10/23/2021 17:00,1001.7996,80.7,1297.5345,11754.02,1
1245.9144,130.8,1286.4102,12883.528,10/23/2021 17:10,1001.8483,80.7,1308.9741,11860.209,1
1245.0388,130.7,1278.1067,12795.106,10/23/2021 17:20,1001.5078,80.7,1320.5269,11964.239,1
1246.2549,130.8,1299.3531,13004.923,10/23/2021 17:30,1002.286,80.7,1305.404,11818.288,1
1245.5254,130.9,1307.0165,13080.855,10/23/2021 17:40,1002.7237,80.7,1324.1692,11993.3545,1
1246.0117,130.9,1290.8019,12929.88,10/23/2021 17:50,1002.5292,80.7,1316.951,11920.896,1
1245.7198,130.9,1302.6161,13031.457,10/23/2021 18:00,1003.3074,80.7,1306.275,11814.695,1
1246.4008,131,1289.4525,12904.313,10/23/2021 18:10,1002.821,80.7,1318.1464,11924.955,1
1246.1576,130.8,1294.7563,12963.309,10/23/2021 18:20,1003.4533,80.7,1322.566,11969.785,1
1245.3794,130.7,1315.6427,13167.874,10/23/2021 18:30,1002.821,80.6,1319.5144,11944.42,1
1246.109,130.9,1312.9059,13143.659,10/23/2021 18:40,1003.356,80.7,1314.8905,11894.858,1
1246.4008,130.9,1300.0997,13020.72,10/23/2021 18:50,1003.2101,80.6,1317.5128,11917.9375,1
1245.9144,130.9,1300.4778,13028.917,10/23/2021 19:00,1003.1128,80.7,1325.3741,11988.085,1
1246.5953,131,1300.4412,13027.875,10/23/2021 19:10,1003.2587,80.6,1322.9899,11968.773,1
1246.2549,130.9,1304.1796,13060.813,10/23/2021 19:20,1003.4533,80.6,1320.6338,11948.43,1
1245.7686,130.9,1291.6599,12936.193,10/23/2021 19:30,1003.0642,80.7,1311.6357,11863.181,1
1246.3036,130.9,1297.8942,13005.416,10/23/2021 19:40,1003.4047,80.6,1309.9989,11850.932,1
1245.963,130.9,1300.8658,13021.507,10/23/2021 19:50,1003.6478,80.7,1313.232,11875.057,1
1246.1576,130.9,1297.7323,12999.976,10/23/2021 20:00,1003.6478,80.7,1310.2976,11851.078,1
1246.109,130.9,1293.0841,12948.175,10/23/2021 20:10,1003.7938,80.6,1319.7965,11934.088,1
1246.109,130.9,1304.1986,12928.261,10/23/2021 20:20,1004.0369,80.7,1322.8296,11958.935,1
1246.0603,130.9,1283.9755,12849.418,10/23/2021 20:30,1003.7938,80.7,1317.3591,11913.661,1
1246.5468,131,1300.1193,13014.885,10/23/2021 20:40,1003.6965,80.7,1329.8196,12023.106,1
1246.7899,131.1,1298.4617,12999.732,10/23/2021 20:50,1003.9396,80.7,1317.0739,11909.155,1
1246.5953,131,1297.6011,12994.933,10/23/2021 21:00,1004.1829,80.7,1301.4199,11766.976,1
1246.644,131,1292.7578,12832.991,10/23/2021 21:10,1004.2801,80.7,1315.6941,11895.396,1
1246.4495,131,1300.6547,13019.394,10/23/2021 21:20,1004.3287,80.7,1310.0641,11843.218,1
1245.963,131,1292.7041,12942.763,10/23/2021 21:30,1004.3287,80.7,1310.4689,11842.408,1
1246.1576,130.9,1290.8674,12919.992,10/23/2021 21:40,1004.6206,80.7,1315.2283,11885.418,1
1245.9144,130.8,1295.5319,12980.312,10/23/2021 21:50,1004.0856,80.7,1314.156,11873.809,1
1245.4281,130.8,1294.705,12967.363,10/23/2021 22:00,1004.7178,80.7,1314.2583,11872.175,1
1245.0875,130.7,1283.893,12868.808,10/23/2021 22:10,1004.6692,80.7,1308.5533,11827.647,1
1245.0388,130.7,1291.3538,12939.97,10/23/2021 22:20,1004.426,80.7,1320.0487,11928.9795,1
1244.9417,130.7,1277.375,12794.543,10/23/2021 22:30,1004.3774,80.7,1312.9844,11864.501,1
1244.1635,130.7,1290.3711,12928.513,10/23/2021 22:40,1004.8638,80.7,1309.0076,11822.831,1
1244.5039,130.7,1267.8062,12701.684,10/23/2021 22:50,1004.6206,80.7,1304.8258,11786.332,1
1244.6984,130.7,1284.4102,12865.766,10/23/2021 23:00,1004.6206,80.7,1321.5952,11939.737,1
1244.4552,130.7,1293.8684,12969.37,10/23/2021 23:10,1004.6206,80.7,1312.7598,11857.999,1
1244.2606,130.6,1287.8013,12895.945,10/23/2021 23:20,1004.4747,80.7,1313.6528,11870.542,1
1244.2606,130.7,1291.1102,12925.372,10/23/2021 23:30,1004.426,80.7,1307.1812,11810.789,1
1244.6984,130.8,1299.0654,13014.858,10/23/2021 23:40,1004.3287,80.7,1309.7864,11834.327,1
1245.3794,130.8,1294.3223,12960.574,10/23/2021 23:50,1004.9611,80.7,1313.9203,11871.678,1
1246.644,131.2,1305.784,13079.865,10/24/2021 0:00,1004.7665,80.7,1310.3342,11838.639,1
1248.0544,131.2,1316.7294,13192.51,10/24/2021 0:10,1004.3287,80.7,1304.4655,11788.157,1
1248.8813,131.5,1318.4663,13214.758,10/24/2021 0:20,1004.9611,80.7,1314.3486,11874.909,1
1249.9513,131.7,1318.2397,13209.38,10/24/2021 0:30,1005.4962,80.8,1302.1292,11759.134,1
1250.1946,131.7,1308.2732,13111.7295,10/24/2021 0:40,1005.6907,80.8,1305.3926,11781.93,1
1251.0701,131.8,1331.1985,13349.335,10/24/2021 0:50,1006.1284,80.8,1306.368,11785.991,1
1252.5292,131.9,1319.144,13230.204,10/24/2021 1:00,1006.7121,80.7,1304.8615,11763.837,1
1253.3561,132.1,1327.3152,13200.685,10/24/2021 1:10,1006.6148,80.8,1312.9537,11837.766,1
1253.6478,132.1,1317.1511,13200.116,10/24/2021 1:20,1007.7821,80.8,1303.9697,11745.397,1
1253.8424,132.1,1332.958,13359.22,10/24/2021 1:30,1008.5603,80.8,1327.686,11946.824,1
1254.8152,132.3,1329.4635,13323.319,10/24/2021 1:40,1009.4358,80.9,1317.6162,11848.294,1
1255.5934,132.4,1332.3258,13355.239,10/24/2021 1:50,1009.6303,80.8,1303.754,11715.128,1
1256.5662,132.5,1328.7838,13327.374,10/24/2021 2:00,1010.0194,80.9,1306.5217,11735.313,1
1257.3444,132.6,1324.4093,13275.885,10/24/2021 2:10,1011.1868,80.9,1314.0029,11800.613,1
1257.7335,132.7,1340.5343,13432.781,10/24/2021 2:20,1012.1595,80.9,1314.2667,11784.042,1
1258.7063,132.7,1328.4033,13316.702,10/24/2021 2:30,1012.6459,80.9,1303.6143,11679.155,1
1258.5603,132.6,1326.3248,13291.959,10/24/2021 2:40,1013.9105,80.9,1313.4432,11755.9,1
1258.7549,132.6,1311.4567,13141.409,10/24/2021 2:50,1014.3969,80.9,1299.2039,11627.568,1
1257.7335,132.5,1309.7017,13118.427,10/24/2021 3:00,1014.6887,80.9,1316.2605,11764.774,1
1258.3171,132.5,1313.5645,13151.024,10/24/2021 3:10,1015.4669,81,1306.4434,11664.58,1
1258.4144,132.6,1333.5802,13359.173,10/24/2021 3:20,1016.391,81,1312.1216,11716.528,1
1259.5331,132.7,1311.4703,13137.777,10/24/2021 3:30,1016.2451,81,1318.3607,11770.103,1
1260.5059,132.8,1321.7163,13234.971,10/24/2021 3:40,1017.3152,81,1309.2278,11678.9795,1
1261.0895,132.8,1323.8004,13273.683,10/24/2021 3:50,1017.5584,81.1,1311.967,11696.566,1
1261.2354,133,1327.1555,13286.401,10/24/2021 4:00,1018.4825,81.1,1300.0646,11577.515,1
1262.354,133.1,1331.8,13339.864,10/24/2021 4:10,1019.4066,81.1,1320.2139,11755.702,1
1262.0135,132.9,1315.1707,13173.297,10/24/2021 4:20,1019.8444,81.1,1317.6642,11721.783,1
1262.7433,133.1,1317.175,13195.7,10/24/2021 4:30,1020.7198,81.1,1288.9097,11456.859,1
1262.6945,133,1317.2299,13166.472,10/24/2021 4:40,1020.9144,81.1,1313.3313,11675.178,1
1262.354,132.9,1316.4691,13183.978,10/24/2021 4:50,1021.7412,81.2,1318.4996,11708.692,1
1262.0623,132.8,1300.5311,13022.745,10/24/2021 5:00,1021.7899,81.1,1311.4052,11633.968,1
1261.8677,132.8,1310.0679,13117.559,10/24/2021 5:10,1022.5681,81.2,1307.6659,11591.581,1
1262.7433,132.8,1321.5217,13236.225,10/24/2021 5:20,1023.4436,81.1,1304.1294,11557.174,1
1262.4027,132.9,1325.7183,13276.6045,10/24/2021 5:30,1023.6382,81.1,1322.4294,11716.246,1
1262.5486,132.8,1300.3265,13026.908,10/24/2021 5:40,1023.7841,81.1,1309.8228,11607.408,1
1262.2081,132.8,1291.1295,12928.019,10/24/2021 5:50,1024.465,81.2,1302.8342,11535.71,1
1262.354,132.7,1292.7875,12936.254,10/24/2021 6:00,1024.7568,81.1,1307.4321,11575.808,1
1261.7704,132.6,1298.7878,13007.76,10/24/2021 6:10,1025.1946,81.2,1305.1292,11544.03,1
1261.8677,132.5,1295.7595,12987.935,10/24/2021 6:20,1025.1459,81.1,1312.7196,11608.1,1
1261.3813,132.6,1312.1154,13148.783,10/24/2021 6:30,1025.3892,81.2,1307.6221,11567.702,1
1261.1381,132.4,1296.7034,12989.084,10/24/2021 6:40,1025.2432,81.1,1300.36,11498.806,1
1259.9708,132.2,1278.3059,12800.282,10/24/2021 6:50,1025,81.1,1309.4132,11578.251,1
1258.998,132.1,1292.8673,12946.092,10/24/2021 7:00,1025.3892,81.1,1313.5507,11618.519,1
1258.074,131.7,1283.559,12836.449,10/24/2021 7:10,1025.3405,81.1,1295.2917,11451.568,1
1257.6362,131.7,1275.6346,12761.698,10/24/2021 7:20,1024.3677,81.1,1299.2983,11496.708,1
1257.1985,131.7,1275.6226,12771.161,10/24/2021 7:30,1025.4863,81,1317.018,11648.166,1
1256.712,131.8,1279.7775,12814.931,10/24/2021 7:40,1024.1732,81,1307.1954,11571.479,1
1256.9553,131.7,1273.0822,12738.325,10/24/2021 7:50,1023.9786,80.9,1319.3337,11679.36,1
1256.5175,131.7,1279.2961,12763.743,10/24/2021 8:00,1023.4922,80.9,1312.9415,11624.619,1
1256.712,131.7,1293.706,12957.537,10/24/2021 8:10,1023.5895,81,1312.6038,11631.877,1
1257.2958,131.9,1292.5259,12938.872,10/24/2021 8:20,1022.7141,81,1315.4595,11658.418,1
1257.8308,132.1,1295.859,12979.864,10/24/2021 8:30,1022.8113,80.9,1309.4127,11603.202,1
1258.1713,132.1,1291.3136,12929.015,10/24/2021 8:40,1022.1303,80.9,1314.4219,11659.101,1
1258.609,132.3,1316.848,13189.232,10/24/2021 8:50,1022.1303,80.9,1318.4954,11696.698,1
1260.3113,132.4,1310.3842,13118.589,10/24/2021 9:00,1021.6439,81,1304.1803,11570.319,1
1260.3113,132.5,1295.1863,12972.451,10/24/2021 9:10,1021.3035,80.9,1312.6122,11643.89,1
1260.0194,132.5,1309.1228,13115.123,10/24/2021 9:20,1021.7412,80.9,1306.6383,11592.126,1
1260.3599,132.5,1287.7948,12895.299,10/24/2021 9:30,1021.3035,80.9,1318.4006,11693.998,1
1261.5272,132.6,1301.1539,13030.602,10/24/2021 9:40,1021.5953,80.9,1318.2012,11692.229,1
1263.0837,133.1,1332.7963,13356.027,10/24/2021 9:50,1022.033,80.9,1312.3505,11639.101,1
1266.4883,133.7,1348.3527,13516.687,10/24/2021 10:00,1022.179,80.9,1316.2389,11674.206,1
1268.9203,134.1,1335.6938,13392.247,10/24/2021 10:10,1022.86,80.9,1299.4938,11527.298,1
1268.5798,133.9,1328.3046,13314.242,10/24/2021 10:20,1023.5409,81.1,1308.7189,11597.23,1
1268.1907,133.6,1311.1635,13156.932,10/24/2021 10:30,1023.6868,81,1316.4276,11658.353,1
1268.2393,133.7,1336.6772,13398.166,10/24/2021 10:40,1024.8541,81.1,1305.7529,11552.81,1
1269.0176,133.9,1320.4801,13233.479,10/24/2021 10:50,1025.7296,81,1313.5496,11619.948,1
1269.6498,133.8,1316.4185,13194.232,10/24/2021 11:00,1025.5836,81.2,1325.9458,11726.703,1
1268.2878,133.7,1319.4097,13221.289,10/24/2021 11:10,1026.7996,81.1,1300.2336,11477.672,1
1268.142,133.5,1302.0525,13043.433,10/24/2021 11:20,1028.7938,81.2,1297.8575,11438.997,1
1268.6771,133.4,1311.8433,13134.741,10/24/2021 11:30,1029.8152,81.2,1302.2587,11462.69,1
1268.7257,133.4,1302.9056,13047.555,10/24/2021 11:40,1029.4261,81.2,1310.6301,11537.591,1
1268.6771,133.4,1322.798,13249.787,10/24/2021 11:50,1030.788,81,1298.3881,11409.165,1
1269.7471,133.7,1296.0059,12979.808,10/24/2021 12:00,1031.0311,81.2,1320.43,11606.757,1
1270.7198,133.8,1318.7794,13209.535,10/24/2021 12:10,1030.9338,81.2,1310.3015,11521.965,1
1271.109,134,1331.0193,13329.784,10/24/2021 12:20,1032.1498,81.2,1297.7505,11400.387,1
1272.4708,134,1338.3175,13403.662,10/24/2021 12:30,1032.393,81.1,1300.2327,11413.795,1
1274.1245,134.2,1328.2681,13307.707,10/24/2021 12:40,1033.4143,81.2,1287.6595,11292.578,1
1274.6595,134.4,1331.0212,13341.473,10/24/2021 12:50,1034.2413,81.1,1309.0496,11461.688,1
1276.1187,134.5,1323.2734,13256.108,10/24/2021 13:00,1035.2627,81.2,1291.5884,11310.255,1
1277.1887,134.6,1338.8734,13412.476,10/24/2021 13:10,1036.0409,81.3,1313.0681,11486.316,1
1277.0914,134.5,1324.0942,13265.891,10/24/2021 13:20,1036.8191,81.2,1312.6075,11470.438,1
1277.8696,134.6,1327.3098,13291.763,10/24/2021 13:30,1037.9863,81.3,1294.5444,11298.848,1
1278.7937,134.6,1315.5494,13170.897,10/24/2021 13:40,1039.2023,81.3,1286.8541,11220.592,1
1278.4047,134.5,1319.4104,13147.673,10/24/2021 13:50,1039.5914,81.3,1296.8531,11303.201,1
1279.7179,134.5,1322.8184,13234.339,10/24/2021 14:00,1040.7102,81.3,1307.1736,11374.608,1
1280.3502,134.6,1317.1348,13169.659,10/24/2021 14:10,1042.4125,81.3,1289.7123,11202.237,1
1280.4475,134.6,1325.6938,13257.489,10/24/2021 14:20,1043.7257,81.3,1289.6575,11185.346,1
1281.2257,134.6,1319.6243,13176.071,10/24/2021 14:30,1043.677,81.2,1304.94,11317.551,1
1280.5448,134.5,1303.7197,13012.69,10/24/2021 14:40,1044.3093,81.4,1291.4603,11195.749,1
1280.9825,134.5,1302.4843,13001.809,10/24/2021 14:50,1044.212,81.3,1307.608,11335.856,1
1282.5875,134.8,1316.407,13155.355,10/24/2021 15:00,1045.6226,81.3,1283.7201,11112.029,1
1282.4902,134.6,1305.6195,13042.197,10/24/2021 15:10,1046.644,81.3,1297.5555,11217.242,1
1282.928,134.7,1321.1953,13198.5625,10/24/2021 15:20,1047.0331,81.3,1297.8387,11219.11,1
1283.9008,134.9,1331.3378,13292.17,10/24/2021 15:30,1048.1517,81.3,1299.2122,11215.871,1
1283.7549,134.9,1317.2084,13141.089,10/24/2021 15:40,1047.5195,81.3,1315.8538,11364.829,1
1284.4358,134.9,1331.2598,13292.948,10/24/2021 15:50,1049.8541,81.3,1291.9076,11135.522,1
1283.8035,134.8,1317.532,13156.645,10/24/2021 16:00,1050.7295,81.4,1287.2379,11086.013,1
1283.2684,134.8,1306.4778,13046.259,10/24/2021 16:10,1050.0973,81.3,1314.3186,11323.425,1
1284.3385,135,1308.252,13077.611,10/24/2021 16:20,1050.535,81.3,1290.8229,11118.127,1
1284.6304,135,1303.3406,13015.772,10/24/2021 16:30,1051.6537,81.3,1291.5359,11104.763,1
1284.6304,134.9,1294.699,12936.98,10/24/2021 16:40,1051.9943,81.3,1299.1873,11166.518,1
1285.214,135,1306.9954,13062.833,10/24/2021 16:50,1051.751,81.2,1310.139,11264.803,1
1285.7003,134.9,1311.3309,13099.331,10/24/2021 17:00,1053.2101,81.2,1283.8231,11023.174,1
1285.8463,135,1318.2211,13131.033,10/24/2021 17:10,1053.5992,81.3,1304.0022,11185.406,1
1286.3813,135.2,1301.8745,13008.602,10/24/2021 17:20,1053.4534,81.3,1306.1763,11207.517,1
1276.9941,132.9,1206.9438,12017.69,10/24/2021 17:30,1054.0856,81.3,1300.9949,11159.61,1
1274.5137,132.6,1235.438,12279.165,10/24/2021 17:40,1054.8152,81.3,1293.7719,11094.228,1
1275.2432,132.9,1260.7443,12536.538,10/24/2021 17:50,1054.572,81.2,1290.5525,11060.432,1
1274.1245,132.6,1239.6946,12263.671,10/24/2021 18:00,1054.961,81.2,1292.3518,11069.587,1
1269.4066,131.5,1205.7429,11958.201,10/24/2021 18:10,1053.6965,81.2,1312.4594,11262.665,1
1267.4125,131,1211.3888,12009.916,10/24/2021 18:20,1051.8483,81.1,1316.0955,11310.264,1
1262.5,130.1,1170.5765,11583.726,10/24/2021 18:30,1050.4863,81,1314.1926,11303.914,1
1260.1167,129.9,1178.8555,11650.11,10/24/2021 18:40,1049.465,80.9,1305.1885,11238.166,1
1260.6031,129.9,1191.0443,11767.152,10/24/2021 18:50,1047.7627,80.9,1315.8798,11349.001,1
1260.3599,130,1191.052,11774.772,10/24/2021 19:00,1046.2063,80.9,1308.1517,11301.179,1
1260.2627,130.1,1216.8555,12030.536,10/24/2021 19:10,1044.4552,80.8,1307.5483,11317.101,1
1259.0953,129.8,1209.4406,11956.504,10/24/2021 19:20,1042.6556,80.8,1317.9663,11428.049,1
1257.9281,129.6,1216.7157,12031.918,10/24/2021 19:30,1041.0992,80.7,1320.8567,11468.755,1
1257.1985,129.7,1215.0568,12020.431,10/24/2021 19:40,1039.4454,80.7,1317.0166,11461.092,1
1254.7665,129.5,1207.5729,11847.826,10/24/2021 19:50,1037.9377,80.7,1302.1768,11341.566,1
