P_DISCHARGE_CSN,T_DISCHARGE_CSN,VOLUMETRIC_FLOW_STANDARD_CSN,VOLUMETRIC_FLOW_ACTUAL_CSN,timestamp,P_SUCTION_CSN1,T_SUCTION_CSN1,VOLUMETRIC_FLOW_STANDARD_CSN1,VOLUMETRIC_FLOW_ACTUAL_CSN1,Example
PSIG,DEGF,MMSCFD,ACFM,,PSIG,DEGF,MMSCFD,ACFM,
1282.3444,117,1281.3904,11738.507,2/15/2022 4:40,1080.8851,71.8,1239.58,10035.747,2
1282.7821,117.1,1283.1571,11754.984,2/15/2022 4:50,1081.8093,71.8,1225.0143,9911.273,2
1284.1926,117.1,1293.172,11853.122,2/15/2022 5:00,1082.6848,71.8,1230.3229,9946.644,2
1283.998,117,1284.6592,11773.101,2/15/2022 5:10,1082.7335,71.7,1241.7999,10029.08,2
1283.9495,117.1,1284.6299,11768.184,2/15/2022 5:20,1083.9495,71.8,1241.2817,10020.485,2
1285.0194,117.3,1291.9657,11834.718,2/15/2022 5:30,1084.1926,71.9,1227.817,10119.007,2
1285.2626,117.1,1287.3285,11791.575,2/15/2022 5:40,1084.7762,71.8,1236.8531,9974.113,2
1285.0681,117,1276.6344,11700.219,2/15/2022 5:50,1086.2354,71.8,1234.5115,9947.671,2
1284.3385,116.7,1266.1857,11595.296,2/15/2022 6:00,1085.5544,71.8,1233.8075,9940.487,2
1283.5603,116.6,1262.506,11568.774,2/15/2022 6:10,1086.3326,71.8,1247.2584,10049.542,2
1282.7821,116.6,1260.7078,11542.239,2/15/2022 6:20,1086.0895,71.8,1230.8126,10043.394,2
1283.3171,116.6,1262.6041,11561.845,2/15/2022 6:30,1086.7218,71.8,1244.1428,10013.944,2
1283.5117,116.7,1273.1984,11666.752,2/15/2022 6:40,1086.3812,71.8,1242.3606,9998.261,2
1284.5331,116.9,1278.9325,11712.688,2/15/2022 6:50,1086.5272,71.7,1243.0239,10004.938,2
1284.2899,116.9,1272.7262,11653.878,2/15/2022 7:00,1086.3812,71.8,1243.8207,10012.036,2
1285.4572,117,1268.769,11618.953,2/15/2022 7:10,1086.7704,71.7,1241.2334,9993.055,2
1285.603,117.2,1273.2136,11665.864,2/15/2022 7:20,1086.5758,71.7,1254.2185,10083.814,2
1284.679,117.1,1266.0016,11593.975,2/15/2022 7:30,1086.5758,71.7,1248.5342,10050.486,2
1283.3171,116.8,1261.3278,11543.357,2/15/2022 7:40,1086.4299,71.8,1245.2814,10017.53,2
1283.3171,116.9,1263.6472,11580.172,2/15/2022 7:50,1086.965,71.7,1252.003,10071.094,2
1282.1985,116.7,1243.1466,11387.522,2/15/2022 8:00,1087.0137,71.8,1245.0168,10015.91,2
1282.0525,116.6,1241.401,11378.231,2/15/2022 8:10,1086.9164,71.7,1251.7759,10066.211,2
1279.9124,116,1227.4774,11249.064,2/15/2022 8:20,1087.111,71.7,1259.7458,10134.401,2
1277.3346,115.9,1206.8732,11060.163,2/15/2022 8:30,1086.9164,71.8,1245.1163,10014.36,2
1275.6809,115.3,1206.7971,11042.718,2/15/2022 8:40,1087.4514,71.8,1242.331,9987.2295,2
1281.4203,116.4,1270.3137,11616.064,2/15/2022 8:50,1088.2296,71.8,1240.7603,9977.307,2
1291.8287,118.5,1364.8853,12505.896,2/15/2022 9:00,1086.1381,71.7,1260.1635,10142.893,2
1301.7996,120.1,1423.2345,13055.262,2/15/2022 9:10,1086.1381,71.7,1240.0172,9986.296,2
1308.463,121.5,1431.6937,13146.335,2/15/2022 9:20,1087.2083,71.8,1256.3081,10106.416,2
1307.5875,120.7,1386.582,12740.64,2/15/2022 9:30,1088.5214,71.9,1244.7538,10125.251,2
1298.7355,119.1,1293.2378,11870.184,2/15/2022 9:40,1090.8074,71.9,1256.6176,10077.189,2
1282.1985,115.9,1133.4424,10384.292,2/15/2022 9:50,1093.5798,72.1,1251.7712,10014.803,2
1273.103,114.7,1111.8203,10173.578,2/15/2022 10:00,1095.039,72.2,1245.4532,9952.451,2
1270.8171,114.6,1146.836,10499.568,2/15/2022 10:10,1094.9417,72.1,1239.3315,9894.674,2
1273.9785,115.4,1194.3182,10940.516,2/15/2022 10:20,1093.0448,71.9,1244.5815,9952.673,2
1272.3248,115,1177.8545,10793.617,2/15/2022 10:30,1091.1965,71.9,1243.5951,10014.473,2
1268.0447,114.2,1145.5743,10489.528,2/15/2022 10:40,1090.4669,71.8,1256.008,10072.42,2
1265.7588,114.2,1141.4882,10460.364,2/15/2022 10:50,1087.9377,71.7,1235.5671,9926.331,2
1262.3054,113.5,1130.675,10358.354,2/15/2022 11:00,1086.6245,71.5,1267.7971,10195.19,2
1257.8794,113.2,1121.9596,10276.772,2/15/2022 11:10,1084.679,71.5,1249.0588,10067.935,2
1251.2646,112.3,1078.462,9877.482,2/15/2022 11:20,1081.858,71.4,1262.4088,10196.565,2
1246.4495,111.6,1077.6915,9846.564,2/15/2022 11:30,1080.3502,71.3,1257.9624,10175.4795,2
1256.177,113.1,1202.1897,11004.277,2/15/2022 11:40,1077.1887,71.2,1247.1526,10117.746,2
1261.284,113.8,1235.6007,11318.4,2/15/2022 11:50,1073.1517,71.1,1236.0924,10063.308,2
1259.4358,114,1182.3873,10834.353,2/15/2022 12:00,1070.4281,71,1252.8092,10227.019,2
1253.2101,112.6,1143.6687,10465.391,2/15/2022 12:10,1069.1147,71,1255.5786,10269.131,2
1250.9728,112.5,1163.8262,10655.452,2/15/2022 12:20,1068.5797,71,1245.5918,10191.118,2
1253.6478,112.6,1188.986,10893.512,2/15/2022 12:30,1066.3424,70.9,1250.0006,10245.517,2
1253.0642,113.1,1194.7148,10943.259,2/15/2022 12:40,1063.9105,70.9,1243.3351,10215.62,2
1253.2101,112.9,1196.2601,10956.177,2/15/2022 12:50,1062.7917,70.8,1265.2189,10411.448,2
1252.8696,113,1211.1447,11088.747,2/15/2022 13:00,1062.3054,71,1216.3441,10017.219,2
1254.1343,113,1208.5635,11081.712,2/15/2022 13:10,1059.2899,70.8,1262.2372,10419.775,2
1254.426,113.2,1231.3882,11290.639,2/15/2022 13:20,1058.1713,70.8,1250.898,10333.671,2
1253.7938,113,1212.3927,11114.232,2/15/2022 13:30,1057.7335,70.9,1252.0529,10353.955,2
1252.3346,112.7,1209.8649,11072.939,2/15/2022 13:40,1057.2471,70.8,1251.923,10364.721,2
1251.1674,112.5,1214.7959,11116.536,2/15/2022 13:50,1056.3229,70.8,1254.1932,10388.376,2
1247.2762,112,1176.4944,10757.551,2/15/2022 14:00,1055.0583,70.7,1275.4656,10576.599,2
1246.7412,112.3,1197.1991,10940.427,2/15/2022 14:10,1054.1829,70.8,1237.4141,10271.29,2
1244.6011,111.7,1189.7671,10887.159,2/15/2022 14:20,1052.5292,70.7,1259.4446,10468.817,2
1244.212,111.9,1195.0206,10932.492,2/15/2022 14:30,1052.6265,70.7,1250.0815,10396.413,2
1243.4338,111.9,1200.3739,10976.518,2/15/2022 14:40,1050.5836,70.7,1248.3318,10399.7705,2
1241.9747,111.9,1196.979,10961.525,2/15/2022 14:50,1049.2218,70.6,1257.5831,10495.445,2
1239.6887,111.3,1166.1111,10731.851,2/15/2022 15:00,1048.0059,70.6,1265.6715,10561.843,2
1238.0836,111.4,1184.473,10815.275,2/15/2022 15:10,1047.1304,70.7,1254.6847,10492.167,2
1237.1595,111.2,1166.3281,10662.792,2/15/2022 15:20,1045.7198,70.6,1237.8019,10358.553,2
1236.8191,111.3,1183.1823,10830.292,2/15/2022 15:30,1044.7957,70.6,1253.7242,10503.927,2
1253.2588,114.1,1379.4236,12681.857,2/15/2022 15:40,1043.4824,70.6,1258.0742,10560.34,2
1257.9767,115.3,1347.2682,12411.544,2/15/2022 15:50,1042.3152,70.5,1242.0553,10433.539,2
1251.216,113.7,1234.0342,11365.164,2/15/2022 16:00,1042.3638,70.6,1244.4104,10452.793,2
1248.5895,113,1243.0555,11438.132,2/15/2022 16:10,1043.5797,70.7,1236.9545,10506.126,2
1248.1031,113.2,1242.8682,11436.026,2/15/2022 16:20,1043.2393,70.7,1262.515,10551.062,2
1248.2004,112.9,1235.6677,11374.02,2/15/2022 16:30,1043.8716,70.7,1247.2886,10469.827,2
1245.2335,112.7,1218.991,11220.399,2/15/2022 16:40,1043.823,70.7,1247.6427,10470.597,2
1240.6615,112.2,1192.1947,10957.607,2/15/2022 16:50,1043.4338,70.7,1229.3773,10319.457,2
1240.0779,112.3,1205.2736,11089.848,2/15/2022 17:00,1043.6284,70.7,1241.337,10427.547,2
1238.716,112,1194.1461,10986.731,2/15/2022 17:10,1042.5098,70.7,1256.2292,10556.533,2
1236.4299,111.8,1186.1057,10906.322,2/15/2022 17:20,1041.8289,70.6,1255.0819,10553.542,2
1232.6848,111.3,1176.014,10808.89,2/15/2022 17:30,1042.0233,70.7,1234.2155,10384.115,2
1233.4631,111.5,1202.8793,11072.354,2/15/2022 17:40,1040.1265,70.6,1259.9823,10617.681,2
1232.8307,111.4,1186.5175,10917.78,2/15/2022 17:50,1038.5214,70.6,1252.3246,10569.325,2
1235.1167,111.8,1222.1412,11250.671,2/15/2022 18:00,1036.9164,70.5,1241.9723,10493.603,2
1236.4786,111.9,1232.7838,11334.996,2/15/2022 18:10,1036.284,70.5,1235.7437,10449.822,2
1238.2782,112.2,1244.6998,11450.554,2/15/2022 18:20,1035.36,70.5,1251.989,10601.23,2
1240.6615,112.4,1273.8511,11728.025,2/15/2022 18:30,1034.8735,70.5,1245.7245,10554.898,2
1243.3853,112.6,1283.8488,11826.501,2/15/2022 18:40,1034.1926,70.4,1247.4136,10572.031,2
1245.7198,113.3,1296.7792,11944.937,2/15/2022 18:50,1034.1926,70.5,1258.7775,10674.555,2
1246.7412,113.7,1299.7953,11983.86,2/15/2022 19:00,1034.1439,70.5,1243.2357,10535.489,2
1246.3522,113.2,1277.3042,11784.256,2/15/2022 19:10,1034.5331,70.6,1247.2609,10569.584,2
1222.1791,109.9,980.6226,9080.8,2/15/2022 19:20,1034.9708,70.7,1248.8385,10577.904,2
1210.6517,108.3,1000.4556,9271.848,2/15/2022 19:30,1035.6031,70.6,1234.1138,10451.521,2
1204.572,108.1,1070.6716,9754.651,2/15/2022 19:40,1034.4358,70.7,1250.4772,10605.838,2
1255.3502,116.5,1478.2568,13690.3955,2/15/2022 19:50,1031.3716,70.6,1241.0817,10553.022,2
1247.2277,114,1307.5037,12074.83,2/15/2022 20:00,1029.7179,70.5,1255.1682,10695.583,2
1239.2023,112.3,1245.7012,11481.083,2/15/2022 20:10,1029.6693,70.5,1233.913,10512.221,2
1237.0623,112.4,1231.736,11343.094,2/15/2022 20:20,1030.6421,70.6,1257.1113,10591.881,2
1234.6304,111.9,1222.3976,11263.106,2/15/2022 20:30,1030.9825,70.6,1246.3638,10606.3955,2
1231.712,111.7,1218.7837,11227.774,2/15/2022 20:40,1030.8853,70.7,1247.5707,10626.807,2
1231.0311,111.5,1227.8403,11325.59,2/15/2022 20:50,1030.8365,70.6,1234.9673,10516.093,2
1230.2529,111.6,1222.72,11273.371,2/15/2022 21:00,1030.1556,70.6,1238.7914,10555.958,2
1230.0583,111.6,1212.1971,11167.853,2/15/2022 21:10,1029.6206,70.6,1243.9607,10605.127,2
1229.2316,111.5,1222.6837,11262.806,2/15/2022 21:20,1029.2316,70.7,1253.678,10691.918,2
1229.4747,111.5,1206.2538,11117.136,2/15/2022 21:30,1028.648,70.7,1252.5044,10687.033,2
1229.0856,111.5,1225.7739,11309.738,2/15/2022 21:40,1027.7238,70.6,1241.8782,10600.364,2
1225.5836,111.1,1183.6984,10913.223,2/15/2022 21:50,1027.0427,70.6,1261.0187,10776.963,2
1226.2645,111.2,1218.5557,11229.876,2/15/2022 22:00,1026.1187,70.6,1256.7799,10746.475,2
1225.6809,111.3,1202.4984,11089.318,2/15/2022 22:10,1025.4377,70.6,1243.0093,10639.523,2
1223.2977,110.5,1198.5704,11047.83,2/15/2022 22:20,1025.0973,70.6,1235.2334,10580.318,2
1220.2821,110,1187.432,10941.436,2/15/2022 22:30,1024.0272,70.5,1244.177,10665.544,2
1219.4552,109.9,1183.5342,10905.891,2/15/2022 22:40,1023.6868,70.6,1244.0288,10675.067,2
1217.4125,109.6,1167.7823,10767.705,2/15/2022 22:50,1022.4221,70.6,1249.0862,10728.234,2
1216.7316,109.4,1183.1012,10905.859,2/15/2022 23:00,1021.1089,70.5,1240.21,10665.796,2
1214.251,109,1167.7933,10768.418,2/15/2022 23:10,1019.9417,70.6,1235.5948,10628.706,2
1212.3054,108.9,1160.3213,10684.356,2/15/2022 23:20,1018.9202,70.5,1243.5688,10716.542,2
1211.1382,108.5,1174.9297,10822.917,2/15/2022 23:30,1017.9962,70.5,1236.7296,10677.7,2
1209.7762,108.4,1131.4777,10431.769,2/15/2022 23:40,1015.8074,70.5,1234.5316,10672.518,2
1207.5875,108.2,1167.583,10759.761,2/15/2022 23:50,1014.9319,70.5,1237.2379,10715.556,2
1206.0798,108,1142.7048,10532.529,2/16/2022 0:00,1013.0837,70.4,1238.7241,10741.879,2
1206.5176,108.6,1197.4463,11029.586,2/16/2022 0:10,1011.965,70.5,1233.1973,10701.474,2
1207.7334,108.6,1211.2179,11171.379,2/16/2022 0:20,1010.1653,70.3,1229.9083,10750.072,2
1208.9493,108.8,1201.0962,11079.282,2/16/2022 0:30,1008.998,70.3,1238.7106,10787.958,2
1209.9221,109.1,1222.2728,11282.168,2/16/2022 0:40,1007.7335,70.3,1236.702,10785.102,2
1212.0623,109.7,1217.7101,11236.11,2/16/2022 0:50,1006.6148,70.3,1242.7946,10852.387,2
1212.9377,109.8,1245.1024,11501.13,2/16/2022 1:00,1006.0798,70.3,1239.2899,10828.854,2
1214.2996,109.8,1229.0309,11342.501,2/16/2022 1:10,1005.642,70.3,1244.053,10878.17,2
1215.5155,109.8,1253.5103,11571.305,2/16/2022 1:20,1005.2529,70.4,1240.8981,10856.939,2
1216.2451,110.4,1252.2599,11564.615,2/16/2022 1:30,1004.8151,70.4,1219.0165,10671.305,2
1216.3911,110.5,1257.9856,11612.616,2/16/2022 1:40,1005.1071,70.4,1228.5771,10748.554,2
1216.5857,110.6,1256.8765,11600.143,2/16/2022 1:50,1004.9611,70.5,1224.2717,10717.742,2
1217.5098,110.7,1266.8934,11693.257,2/16/2022 2:00,1005.3016,70.5,1228.2311,10832.818,2
1219.0175,110.9,1286.157,11877.806,2/16/2022 2:10,1005.6907,70.6,1242.3262,10871.503,2
1220.1848,111.4,1289.3743,11913.873,2/16/2022 2:20,1005.8853,70.5,1216.5842,10645.077,2
1220.8171,111.2,1280.4806,11825.645,2/16/2022 2:30,1006.4689,70.5,1225.5026,10709.262,2
1220.963,111.5,1284.09,11854.673,2/16/2022 2:40,1006.4689,70.6,1228.0323,10733.562,2
1221.5953,111.2,1266.2998,11686.711,2/16/2022 2:50,1007.5875,70.6,1233.7512,10775.342,2
1221.498,111.4,1265.7415,11688.858,2/16/2022 3:00,1008.0739,70.6,1233.5526,10769.51,2
1221.7899,111.5,1274.686,11771.87,2/16/2022 3:10,1008.3171,70.7,1214.0472,10592.753,2
1222.5195,111.3,1270.0095,11728.274,2/16/2022 3:20,1008.9494,70.8,1207.6057,10536.417,2
1222.3735,111.2,1247.8088,11526.531,2/16/2022 3:30,1009.4358,70.8,1231.5963,10738.876,2
1221.9845,111.1,1277.7126,11802.094,2/16/2022 3:40,1010.1167,70.8,1225.8236,10672.196,2
1221.8386,111.2,1266.7996,11698.631,2/16/2022 3:50,1010.5544,70.8,1199.8206,10449.208,2
1223.1517,111.6,1269.1665,11719.564,2/16/2022 4:00,1011.2355,70.8,1231.1075,10723.429,2
1222.6654,111.3,1258.9589,11625.564,2/16/2022 4:10,1011.2355,70.9,1228.0856,10685.978,2
1223.8326,111.3,1272.835,11750.101,2/16/2022 4:20,1011.6732,70.9,1229.6715,10695.725,2
1223.7355,111.3,1284.8597,11863.128,2/16/2022 4:30,1012.5486,70.9,1229.288,10689.952,2
1224.1732,111.6,1267.313,11690.888,2/16/2022 4:40,1012.7919,70.9,1224.6155,10640.807,2
1223.9299,111.1,1263.8975,11668.256,2/16/2022 4:50,1013.2782,70.9,1235.123,10733.148,2
1223.5409,111.3,1249.3457,11530.639,2/16/2022 5:00,1013.7159,71,1232.1884,10704.176,2
1223.3463,111.1,1258.3527,11613.768,2/16/2022 5:10,1013.9592,71,1233.5905,10709.411,2
1223.6382,111.4,1237.029,11411.52,2/16/2022 5:20,1014.2996,71,1229.198,10662.64,2
1223.784,111.3,1248.3134,11521.11,2/16/2022 5:30,1015.5156,71,1243.7059,10789.653,2
1224.6108,111.4,1272.5253,11743.236,2/16/2022 5:40,1014.9319,71,1225.0449,10622.601,2
1223.6382,111.1,1266.58,11684.126,2/16/2022 5:50,1015.0292,71,1209.1975,10480.096,2
1223.2977,111.2,1255.0016,11579.55,2/16/2022 6:00,1015.4669,71.1,1228.8909,10652.394,2
1223.2977,111.1,1258.7609,11615.295,2/16/2022 6:10,1015.7587,71,1238.0227,10716.077,2
1222.7627,111,1240.9332,11450.79,2/16/2022 6:20,1015.5641,71,1224.4915,10604.537,2
1222.86,110.8,1257.0333,11598.695,2/16/2022 6:30,1015.7101,71,1239.1766,10736.45,2
1223.8813,111.1,1260.7056,11635.885,2/16/2022 6:40,1016.2938,71,1239.5541,10733.934,2
1224.5137,110.9,1236.5826,11410.251,2/16/2022 6:50,1016.2938,71,1225.1998,10615.926,2
1223.395,111.3,1253.6014,11567.426,2/16/2022 7:00,1015.9532,71,1228.8567,10641.298,2
1223.395,111.1,1235.5206,11395.405,2/16/2022 7:10,1016.1478,71.1,1240.8203,10744.793,2
1222.9086,110.9,1254.5713,11578.21,2/16/2022 7:20,1016.2938,71,1231.5197,10661.485,2
1223.395,111.1,1250.6829,11544.948,2/16/2022 7:30,1016.7802,71.1,1234.1908,10686.81,2
1222.4708,110.7,1247.6329,11509.082,2/16/2022 7:40,1016.2451,71.1,1230.6095,10656.478,2
1221.3035,110.7,1238.4408,11422.339,2/16/2022 7:50,1016.7316,71.1,1226.5032,10621.387,2
1220.4767,110.7,1214.9833,11201.785,2/16/2022 8:00,1016.3423,71.1,1230.8795,10578.487,2
1218.8716,110.3,1220.7742,11260.931,2/16/2022 8:10,1016.2451,71.1,1223.1202,10590.481,2
1218.3853,109.8,1213.3174,11190.491,2/16/2022 8:20,1016.391,71.1,1231.0958,10662.882,2
1218.2393,110.3,1234.539,11385.962,2/16/2022 8:30,1015.7587,71.1,1223.8866,10604.44,2
1217.8502,110.2,1214.6565,11207.934,2/16/2022 8:40,1015.7587,71.1,1229.22,10654.098,2
1218.0448,110.1,1203.6947,11104.395,2/16/2022 8:50,1015.5641,71,1243.6682,10783.977,2
1217.8988,110.4,1216.0658,11216.861,2/16/2022 9:00,1014.8832,71.1,1231.3138,10729.635,2
1218.0934,110.2,1228.5676,11328.958,2/16/2022 9:10,1014.5428,71.1,1229.8105,10667.953,2
1218.0934,110.3,1240.8989,11442.669,2/16/2022 9:20,1014.3969,71,1226.9084,10644.502,2
1215.7101,109.8,1217.6677,11235.719,2/16/2022 9:30,1013.9105,71,1224.2856,10624.615,2
1214.8346,109.6,1208.4417,11147.421,2/16/2022 9:40,1014.105,71.1,1222.1821,10613.12,2
1212.5486,109.1,1170.2985,10793.356,2/16/2022 9:50,1013.4728,71.1,1229.5906,10677.453,2
1210.3113,108.9,1177.1886,10858.751,2/16/2022 10:00,1013.0837,71,1220.8008,10602.958,2
1207.7821,108.4,1152.5251,10618.702,2/16/2022 10:10,1012.3541,71.1,1212.8683,10424.593,2
1207.2471,108.4,1173.3265,10820.668,2/16/2022 10:20,1011.8191,71,1242.2045,10808.705,2
1205.788,108.3,1185.4459,10938.89,2/16/2022 10:30,1011.2355,71,1229.2188,10704.9795,2
1204.4747,107.9,1161.6597,10714.657,2/16/2022 10:40,1010.2626,70.9,1236.7999,10780.474,2
1203.0642,108,1163.3993,10729.726,2/16/2022 10:50,1009.3385,70.9,1224.7316,10686.284,2
1202.4805,107.8,1173.3176,10829.674,2/16/2022 11:00,1007.7821,70.9,1219.8154,10654.37,2
1201.0214,107.5,1151.5342,10625.36,2/16/2022 11:10,1006.9553,71,1232.4143,10780.215,2
1200.2919,107.7,1176.2992,10852.3955,2/16/2022 11:20,1006.0311,70.9,1217.6576,10660.986,2
1200.3892,107.4,1166.7991,10765.358,2/16/2022 11:30,1004.572,70.9,1220.0952,10696.293,2
1199.8541,107.8,1178.539,10878.617,2/16/2022 11:40,1004.7178,70.9,1227.673,10763.312,2
1200.0973,107.7,1191.5066,10992.696,2/16/2022 11:50,1002.9669,70.8,1214.8931,10672.187,2
1199.9027,107.9,1194.6599,11027.423,2/16/2022 12:00,1003.4533,70.9,1203.183,10568.167,2
1199.1732,107.9,1187.0927,10958.195,2/16/2022 12:10,1001.3132,70.9,1206.241,10612.559,2
1200,108,1204.3662,11122.704,2/16/2022 12:20,1003.5992,71,1184.7556,10409.557,2
1200.9728,108.1,1197.2239,11055.486,2/16/2022 12:30,1003.4047,71,1210.05,10627.743,2
1200.3405,107.9,1201.2286,11089.946,2/16/2022 12:40,1003.5505,71,1188.6003,10441.06,2
1200.9728,107.9,1195.4392,11037.752,2/16/2022 12:50,1004.0369,71,1204.0184,10572.461,2
1203.1128,108.3,1213.6001,11206.709,2/16/2022 13:00,1003.1614,71,1204.7592,10583.004,2
1204.9612,108.7,1230.9352,11382.951,2/16/2022 13:10,1003.2101,71,1195.3447,10494.581,2
1203.9397,108.4,1209.5409,11171.129,2/16/2022 13:20,1003.2587,71,1192.5028,10474.197,2
1205.3502,108.7,1224.7565,11316.802,2/16/2022 13:30,1003.5505,71,1202.3635,10562.95,2
1207.393,109.2,1243.8861,11490.948,2/16/2022 13:40,1003.5019,71,1204.0863,10576.517,2
1207.1985,109.2,1215.6981,11224.169,2/16/2022 13:50,1003.4533,71,1202.4084,10561.779,2
1207.1012,108.8,1207.9049,11134.249,2/16/2022 14:00,1003.5505,71,1216.2466,10683.331,2
1208.4144,109.1,1230.2034,11331.69,2/16/2022 14:10,1003.2101,71,1216.4196,10687.182,2
1212.1595,110,1264.4291,11665.609,2/16/2022 14:20,1003.1614,71,1220.3534,10722.328,2
1211.9164,109.9,1240.2351,11442.653,2/16/2022 14:30,1003.5019,71,1217.0552,10689.269,2
1212.5973,110.1,1241.9567,11462.048,2/16/2022 14:40,1003.5019,71,1224.5577,10758.682,2
1211.6245,109.6,1239.1587,11434.926,2/16/2022 14:50,1003.5019,71,1219.4952,10726.284,2
1210.4573,109.2,1215.0615,11197.93,2/16/2022 15:00,1005.3016,71.2,1198.432,10504.927,2
1212.4027,109.8,1240.6396,11425.878,2/16/2022 15:10,1005.6907,71.1,1206.7738,10572.296,2
1214.0078,110.2,1249.5276,11522.104,2/16/2022 15:20,1005.6907,71.1,1213.5824,10635.263,2
1213.5214,109.9,1222.9277,11280.796,2/16/2022 15:30,1007.2471,71.1,1196.8524,10476.682,2
1212.111,109.6,1224.0461,11292.262,2/16/2022 15:40,1007.8307,71.2,1194.2657,10447.795,2
1212.5,109.7,1246.6681,11495.083,2/16/2022 15:50,1008.5603,71.2,1202.7212,10510.92,2
1212.7432,109.9,1229.1564,11339.794,2/16/2022 16:00,1008.8521,71.3,1206.0659,10540.583,2
1211.6732,109.3,1223.7944,11291.474,2/16/2022 16:10,1008.0253,71.3,1214.8003,10619.222,2
1212.2568,109.7,1229.2455,11328.132,2/16/2022 16:20,1008.9494,71.3,1221.5835,10675.622,2
1215.0778,110.3,1261.7776,11644.857,2/16/2022 16:30,1009.679,71.3,1207.725,10540.787,2
1212.111,109.8,1225.5715,11310.829,2/16/2022 16:40,1010.7977,71.3,1203.5267,10498.457,2
1212.5973,109.5,1200.5697,11060.355,2/16/2022 16:50,1009.6303,71.2,1220.2378,10646.093,2
1212.111,109.6,1226.2605,11304.474,2/16/2022 17:00,1010.9922,71.3,1189.5974,10371.895,2
1209.2412,108.8,1186.1141,10923.098,2/16/2022 17:10,1010.4085,71.3,1219.9061,10641.336,2
1210.4573,109.2,1213.6537,11186.605,2/16/2022 17:20,1010.2626,71.3,1214.1942,10600.694,2
1211.0409,109.4,1231.477,11353.208,2/16/2022 17:30,1012.0137,71.3,1202.5452,10472.877,2
1212.111,109.8,1233.7035,11397.529,2/16/2022 17:40,1010.8464,71.1,1227.2382,10691.075,2
1207.4417,108.7,1165.3619,10755.764,2/16/2022 17:50,1010.0194,71.1,1218.9591,10630.462,2
1205.1556,108.3,1162.4567,10726.144,2/16/2022 18:00,1010.1653,71.1,1215.3649,10597.395,2
1204.183,107.8,1180.6807,10879.844,2/16/2022 18:10,1009.679,71.1,1202.7764,10491.039,2
1201.7996,107.5,1176.5682,10847.486,2/16/2022 18:20,1008.9008,71.1,1208.3197,10544.095,2
1200.5836,107.5,1179.128,10873.182,2/16/2022 18:30,1008.998,71,1220.3188,10652.269,2
1200.2919,107.6,1176.3652,10850.168,2/16/2022 18:40,1007.7335,71,1213.9517,10610.5,2
1200.4377,107.6,1160.4103,10699.123,2/16/2022 18:50,1007.2471,70.9,1210.2451,10582.844,2
